KEY	VALUE	COMMENTS
__id	en
info.fake-beer.desc	Ev yapımı bira, daha karlı bir içki yaratmak için şerbetçiotuyla buluşuyor.\n\nKaçak Bira, Yasak başlamadan önce büyük bira fabrikalarının yaptıklarının daha kaliteli bir kopyası. Bu <link="refined-booze">rafine içki</link>, <link="production-fake-beer">Kaçak Bira İşletmesinde</link>, <link="hops">şerbetçiotu</link> ile birleştirilerek yapılır. <link="home-brew">Ev yapımı bira</link> ve ardından bunu susamış müşterilere göndermek için <link="small-bottles">küçük şişelerde</link> paketleyin. Doğru bilgi ve yükseltmelerle, doğrudan <link="barley">arpadan</link> yapılabilir ve bir <link="production-fake-beer-upgraded">Geliştirilmiş Kaçak Bira İşletmesi</link>'nde şerbetçiotu yapılabilir. \n\n<indent=15><b>Temel Fiyatlandırma\n<sprite name="ui sell"> Kasa başına $25</b></indent>\n\n<i><indent=30>Kim içki içerse, çabuk uyur; kim uzun süre uyursa günah işlemez; Günah işlemeyen Cennete girer! Öyleyse bira içelim!</indent></i>\n<indent=40>—Martin Luther</indent>\n\n<i><indent=30>Türkçe Çeviri</indent></i>\n<indent=40>Bitlikutu.com</indent>
info.fake-wine.icon	<sprite name="res fake-wine">
info.fake-wine.name	Sahte Şarap
info.fake-wine.desc	Bu süslü (ve daha kazançlı) bir kırmızı şarapıtır.\n\nBir <link="production-fake-wine">Kaçak Şarap İşletmesinde</link>, <link="brick-wine">kırmızı şarabı</link> çömleklerden <link="bottles">şişelere</link> aktarın, üzerlerine bir <link="labels">etiket</link> yapıştırın <link="refined-booze">rafine içki</link>nizi süslü bir Fransız şarabına dönüştürün. Müşterileriniz sahte olduğunu biliyor olabilir, ancak aynı şekilde ödeyeceklerdir. Doğru beceri ve malzemelerle, bir <link="production-fake-wine-upgraded">Kaçak Şarap İmalathanesi</link>'nde doğrudan <link="grapes">üzümlerden</link> de yapabilirsiniz. Ve kırmızı şarabı başka bir yerde satabilirsiniz.\n\n<indent=15><b>Taban fiyat\n<sprite name="ui sell"> Kasa başına $28</b></indent>\n\n<i> <indent=30>Ya bana daha fazla şarap ver ya da beni rahat bırak.</i></indent>\n<indent=40>—Rumi</indent>\n\n<i><indent=30>Türkçe Çeviri</indent></i>\n<indent=40>Bitlikutu.com</indent>
info.sparkling-cider.icon	<sprite name="res sparkling-cider">
info.sparkling-cider.name	Köpüklü Şarap
info.sparkling-cider.desc	Ekstra kar elde etmek ve sert elma şarabınıza köpük vermek için <link="sugar">şeker</link> kullanın.\n\nKöpüklü elma şarabı, bir <link="production-sparkling-cider">Köpüklü Elma şarabı İşletmesinde</link> normal <link="cider">elma şarabı</link>na biraz <link="sugar">şeker</link> eklemenin, <link="small-bottles">küçük şişelere</link> koymanın ve ardından Elma şarabınızı köpürtecek kadar karbon dioksitin oluşmasını umarak beklemenin sonucu olan bir <link="refined-booze">rafine içkidir.</link> Ama onları patlatacak kadar fazla değil. Doğru bilgi birikimiyle, <link="production-sparkling-cider-upgraded">Köpüklü Elma Şarabı Fermenterinde</link> doğrudan <link="apples">elmalardan</link> köpüklü elma şarabı yapmak için yükseltme yapabilirsiniz.\n\n<indent=15><b>Taban fiyat \n<sprite name="ui sell"> Kasa başına $25</b></indent>\n\n<i><indent=30>Bana dünün ekmeğini, bu günün etini ve geçen yılın elma şarabını verin. </i></indent>\n<indent=40>-Benjamin Franklin</indent>\n\n<i><indent=30>Türkçe Çeviri</indent></i>\n<indent=40>Bitlikutu.com</indent>
info.bathtub-gin.icon	<sprite name="res bathtub-gin">
info.bathtub-gin.name	Cin
info.bathtub-gin.desc	Baharatlar içkinizi kokteyle layık bir şeye dönüştürecektir. \n\nBir <link="production-bathtub-gin">Cin İmalatında</link>, bu <link="refined-booze">rafine içki</link>, birkaç <link="spices">baharatla</link> karıştırılıp <link="small-bottles">küçük şişelere</link> konulduğu ve şehrin dört bir yanındaki barlara taşındığı zaman yapılır. Bazı ekstra becerilerle, bunu bir <link="production-bathtub-gin-upgraded">Geliştirilmiş Cin İmalatında</link> doğrudan <link="corn-syrup">mısır şurubundan</link> nasıl yapacağınızı öğrenebilir ve bu <link="moonshine">kaçak içkiyi</link> başka amaçlar için kullanabilirsiniz. \n\n<indent=15><b>Base price\n<sprite name="ui sell"> Kasa başına 24$</b></indent>\n\n<i><indent=30>Güçlü bir öz kontrol uyguluyorum. Kahvaltıdan önce asla cinden daha güçlü bir şey içmem.</i></indent>\n<indent=40>—W.C. Alanlar</indent>\n\n<i><indent=30>Türkçe Çeviri</indent></i>\n<indent=40>Bitlikutu.com</indent>
info.moonshine.icon	<sprite name="res moonshine">
info.moonshine.name	Kaçak İçki
info.moonshine.desc	Çömleklerde mısırdan yapılan saf alkolden yapılmış, güçlü bir içki.\n\nYasak, herkesin ruhlarını yaratıcı olmaya zorladı. <link="moonshine">Kaçak İçki</link>, <link="homebooze-moonshine">Kaçak İçki İşletmesinde</link> buharlaşarak yapılan <link="homemade-booze">ev yapımı içkidir</link> <link="neutral-alcohol">saf alkol</link> içindeki nahoş (zehirli) katkı maddeleri ve ardından hafif rafine edilerek <link="crocks">çömlek</link>te satılıyor.\n\n<indent=15><b>Taban fiyat\n<sprite name="ui sell"> Çömlek başına 20$</b></indent>\n\n<i><indent=30>Yasak, sarhoşluğu ancak kapıların arkasına ve karanlık yerlere sürükler, onu iyileştirmez, hatta azaltmaz.</i></indent>\n<indent=40>—Mark Twain</indent>\n\n<i><indent=30>Türkçe Çeviri</indent></i>\n<indent=40>Bitlikutu.com</indent>
info.brick-wine.icon	<sprite name="res brick-wine">
info.brick-wine.name	Kırmızı Şarap
info.brick-wine.desc	California'dan gelen üzüm konsantresi çömlekleri, kırmızı şaraba dönüştü.\n\nKaliforniya'daki bağ sahipleri, ülkenin geri kalanını tek tip şekilli susuz <link="grape-juice">üzüm konsantresi</link> ve fermantasyonu önlemek için ne yapılması gerektiğine dair çok özel talimatlarla doldurmaya başladı. Bu yasadışı olurdu. Sadece bir <link="homebooze-brick-wine">Arka Oda Kırmızı Şarap Operasyonunda</link> <link="crocks">çömleklere</link> koyun ve suyla karıştırın ve sonuçta ortaya çıkan <link="homemade-booze">ev yapımı içkiyi</link> satmaya hazırsınız.\n\n<indent=15><b>Taban fiyat\n<sprite name="ui sell">çömlek başına 15$.</b></indent>\n\n<i><indent=30>Şarap, içeceklerin en sağlıklısı ve en hijyeniğidir. Yinede İçmeyin...</i></indent>\n<indent=40> —Louis Pasteur</indent>\n\n<i><indent=30>Türkçe Çeviri</indent></i>\n<indent=40>Bitlikutu.com</indent>
info.cider.icon	<sprite name="res cider">
info.cider.name	Sert Elma Şarabı
info.cider.desc	Taştan çömleklerde bırakılan basit elma suyu yakında sert elma şarabına dönüşecek.\n\nElma şarabı - ve özellikle sert, alkollü elma şarabı - uzun bir geçmişi olan bir <link="homemade-booze">ev yapımı içki</link> türüdür ABD'de. Yasak sırasında, pek çok ailenin tarifi ve sert elma şarabı için belli belirsiz hatırlanan tarifler yeniden ortaya çıktı. Bir <link="homebooze-cider">Arka Oda Elma Şarabı Operasyonunda</link>, <link="apple-juice">elma suyu</link> alın, <link="crocks">çömlek</link> te karıştırın ve fermantasyonun büyüsünü bekleyin.\n\n<indent=15><b>Taban fiyat\n<sprite name="ui sell"> Çömlek başına 12$</b></indent>\n\n<i><indent=30>Dünün ekmeğini, bu günün etini ve geçen yılın elma şarabını bana ver.</i></indent>\n<indent=40>—Benjamin Franklin</indent>\n\n<i><indent=30>Türkçe Çeviri</indent></i>\n<indent=40>Bitlikutu.com</indent>
info.home-brew.icon	<sprite name="res home-brew">
info.home-brew.name	Ev Yapımı Bira
info.home-brew.desc	Artık kuru bira fabrikalarında üretilen malt şurubu kolaylıkla ev yapımı biraya dönüşüyor.\n\n1920, ABD'nin her yerindeki bira fabrikalarını aniden eski haline getirdiğinde, bazıları <link="malt">malt şurubu</link> yapmaya başladı. Ve genel halkın talihsiz bir şekilde biraya fermente olma eğiliminden kaçınmasına yardımcı olacak dikkatli talimatlar içeriyorlardı. <link="homebooze-home-brew">Arka Oda Ev Yapımı Bira Operasyonları</link>, büyük miktarlarda ev yapımı bira üretmek için <link="crocks">çömlekleri</link> ve malt şurubunu kullanır.\n\n <indent=15><b>Taban fiyat\n<sprite name="ui sell"> Çömlek başına 8$</b></indent>\n\n<i><indent=30>Bira nerede demlenirse orada gelişir.</i></indent>\n<indent=40>—Çek atasözü</indent>\n\n<i><indent=30>Türkçe Çeviri</indent></i>\n<indent=40>Bitlikutu.com</indent>
info.grape-juice.icon	<sprite name="res grape-juice">
info.grape-juice.name	Üzüm Konsantresi
info.grape-juice.desc	Üzümden yapılır ve asla mayalanmaya bırakılmaz.\n\nBağ sahipleri 1920'de bazı zor kararlar aldılar. Bazıları başka şeyler dikti. Bazıları tamamen işsiz kaldı. Ama bazıları büyümeye devam etti. Kolay sevkiyat için hasatlarını üzüm konsantresine dönüştürdüler. Bazıları, liman veya şeri gibi şeyler için lezzet paketleri içeriyordu. <link="grapes">üzüm</link> ve <link="half-barrel">küçük fıçılardan</link> bir <link="conversion-grape-juice">Üzüm Presi</link>'nde yapılabilir.\n\n<indent=15><b>Taban fiyat\n<sprite name="ui buy"> Küçük varil başına 12$</b></indent>\n\n<i><indent=30>Galon suda çözülen her tuğla, galon fermente edilmemiş, alkolsüz panç suyu üretir. Fermantasyonu önlemek için %1-10 benzoat soda ekleyin.</i></indent>\n<indent=40>—Vino Sano California Üzüm Tuğlaları ile ilgili talimatlar</indent>\n\n<i><indent=30>Türkçe Çeviri</indent></i>\n<indent=40>Bitlikutu.com</indent>
info.malt.icon	<sprite name="res malt">
info.malt.name	Malt Şurubu
info.malt.desc	Thick syrup made from sprouted barley that tends to ferment.\n\nBreweries faced a mortal crisis in 1920. Forbidden to make beer, some turned to making ice cream or soda. Some, however, kindled a new health kick, particular to the era when Americans discovered the unique health benefits of drinking malt syrup — which they <i>never</i> left to ferment into a beer-like beverage. Can be made at a <link="conversion-malt">Malt Processor</link> from <link="barley">barley</link>.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $5 per small barrel</b></indent>\n\n<i><indent=30>There are times when the brain draws so upon our vitality that we cannot digest our food, we gain no strength from what we eat. If we let this go on, we sow the seeds of weakness which will blossom in disease. Act at once! Pabst Malt Extract - the "Best" Tonic.</i></indent>\n<indent=40>—Pabst Malt Tonic Advertisement</indent>
info.apple-juice.icon	<sprite name="res apple-juice">
info.apple-juice.name	Apple Juice
info.apple-juice.desc	Apple juice easily converts to hard cider with just a bit of common knowhow.\n\nBrandy and hard cider made from apples were once the most common forms of alcoholic beverage in the US. Now you can use the ubiquity of the humble apple to craft <link="cider">cider</link> for sale. Can be made in a <link="conversion-apple-juice">Apple Press</link> with <link="apples">apples</link> and <link="half-barrel">small barrels</link>.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $8 per small barrel</b></indent>\n\n<i><indent=30>A gentleman in New Haven County, Conn. has recently ordered a fine apple orchard to to be cut down "because the apples may be ground into cider, the cider may be distilled into a spiritous liquor and liquor, if drunken, will make a man drunk".</i></indent>\n<indent=40>—Phenix Gazette report on Temperance, July 10, 1829</indent>
info.neutral-alcohol.icon	<sprite name="res alcohol-btl">
info.neutral-alcohol.name	Neutral Alcohol
info.neutral-alcohol.desc	Alcohol made undrinkable, but suitable for commercial and industrial purposes.\n\nThe Volstead Act prohibited the production of alcohol intended for consumption, such as whiskey. But industrial ethanol was just too useful and necessary to so many things to ban. So the law required that legal alcohol be made unsuitable for consumption. However, that state is easily reversed if you want to turn it into moonshine. Can be made from <link="corn-syrup">corn syrup</link> and <link="bottles">bottles</link> at a <link="conversion-neutral-alcohol">Backroom Basic Distillery</link>.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $14 per case</b></indent>\n\n<i><indent=30>Liquor for nonbeverage purposes ... may be manufactured, purchased, sold, bartered, transported, imported, exported, delivered, furnished and possessed, but only as herein provided and the commissioner may, upon application, issue permits therefor.</i></indent>\n<indent=40>—The Volstead Act, Title II, Sec 3</indent>
info.crocks.icon	<sprite name="res jugs">
info.crocks.name	Stoneware Crocks
info.crocks.desc	A basic, common container for making basic homemade booze.\n\nStoneware crocks were used for just about everything. They're cheap, voluminous and easily transported.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $2 each</b></indent>\n\n<i><indent=30>I'm an idealist. I don't know where I'm going, but I'm on my way.</i></indent>\n<indent=40>—Carl Sandburg</indent>
info.small-bottles.icon	<sprite name="res small-bottles">
info.small-bottles.name	Small Bottles
info.small-bottles.desc	Small liquor bottles for the more potent drinks.\n\nSmall bottles are for bottling some types of alcoholic beverages and other liquids.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $3 per case</b></indent>\n\n<i><indent=30>I'm an idealist. I don't know where I'm going, but I'm on my way.</i></indent>\n<indent=40>—Carl Sandburg</indent>
info.bottles.icon	<sprite name="res bottles">
info.bottles.name	Bottles
info.bottles.desc	Regular-sized bottles.\n\nBottles are for manufacture, transport and storage of some types of alcoholic beverages and other liquids.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $5 per case</b></indent>\n\n<i><indent=30>Drum on your drums, batter on your banjos, sob on the long cool winding saxophones. Go to it, O jazzmen.</i></indent>\n<indent=40>—Carl Sandburg</indent>
info.sugar.icon	<sprite name="res sugar">
info.sugar.name	Sugar
info.sugar.desc	Saccharum officinarum\n\nYeast food. Sugar is useful for encouraging the production of yeast and getting things to fizz up.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $6 per case</b></indent>\n\n<i><indent=30>Hog Butcher for the World, Tool Maker, Stacker of Wheat, Player with Railroads and the Nation's Freight Handler;Stormy, husky, brawling, City of the Big Shoulders.</i></indent>\n<indent=40>—Carl Sandburg</indent>
info.hops.icon	<sprite name="res hops">
info.hops.name	Hops
info.hops.desc	Humulus lupulus\n\nWith yeast, barley and water they make beer. Hops add the fragrance and flavor to beer and can be used to infuse your brew with more beer-ness.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $25 per crate</b></indent>\n\n<i><indent=30>Hopfen und Malz Gott erhalt's.</i></indent>\n<indent=40>—German toast</indent>
info.spices.icon	<sprite name="res spices">
info.spices.name	Spices
info.spices.desc	To infuse flavor into different types of booze\n\nThe judicious use of spices can create many kinds of infusions that deliver the flavor and personality to cocktail and drinks at fancy speakeasies.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $15 per box</b></indent>\n\n<i><indent=30><i>Every inordinate cup is unbless'd, and the ingredient is a devil.</i></indent>\n<indent=40>—William Shakespeare</indent>
info.labels.icon	<sprite name="res labels">
info.labels.name	Bottle Labels
info.labels.desc	A convincing label for many bottles of booze.\n\nThese counterfeit labels go on bottles to make the appear to be the real things. If you're making good booze, may as well add a little class with these labels.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $9 per box</b></indent>\n\n<i><indent=30><i>When the wine goes in, strange things come out.</i></indent>\n<indent=40>—Johann Schiller</indent>
info.barley.icon	<sprite name="res barley">
info.barley.name	Barley
info.barley.desc	Hordeum vulgare\n\nThe basis for beer and malt syrup, barley has many nutritional uses and many more in the hands of a skilled brewer.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $9 per box</b></indent>\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>
info.half-barrel.icon	<sprite name="res half-barrel">
info.half-barrel.name	Small Barrels
info.half-barrel.desc	Small, wooden barrels for liquid transport.\n\nThese small barrels are for transporting things like juice and other raw materials for later manufacture.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $4 each</b></indent>\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>
info.corn-syrup.icon	<sprite name="res corn-syrup">
info.corn-syrup.name	Corn Syrup
info.corn-syrup.desc	High in sugars and easy to distill.\n\nIndustrial production of corn syrup is a fairly new thing in the 1920s, but the ease with which it can be fermented and distilled makes it a key ingredient in manufacture of neutral alcohol.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $4 per barrel</b></indent>\n\n<i><indent=30>Lay me on an anvil, O God. Beat me and hammer me into a crowbar. Let me pry loose old walls. Let me lift and loosen old foundations.</i></indent>\n<indent=40>—Carl Sandburg</indent>
info.grapes.icon	<sprite name="res grapes">
info.grapes.name	Grapes
info.grapes.desc	Vitis vinifera\n\nFruit of the vine. Grapes have been cultivated by humans for millennia chiefly for use in wine production.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $2 per crate</b></indent>\n\n<i><indent=30><i>Don't long for the unripe grape.</i></indent>\n<indent=40>—Horace</indent>
info.apples.icon	<sprite name="res apples">
info.apples.name	Apples
info.apples.desc	Malus domestica\n\nApples came to the New World with European colonists and thrived. Americans made many things - many alcoholic things - with apples.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $1 per bushel</b></indent>\n\n<i><indent=30><i>Surely the apple is the noblest of fruits.</i></indent>\n<indent=40>—Henry David Thoreau</indent>
info.citrus.icon	<sprite name="res citrus">
info.citrus.name	Citrus Fruit
info.citrus.desc	Appealing fruit for a variety of uses\n\nCitrus has many uses. It can improve cocktails in both flavor and appearance. It's oil-laden rinds can also be used in a wide variety of infusions and other types of alcohol production.\n\n\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $2 per crate</b></indent>\n\n<i><indent=30><i>Knowest thou the land where the lemon-trees flourish, where amid the shadowed leaves the golden oranges glisten...Thither, thither, fain would I fly with thee, O my beloved!</i></indent>\n<indent=40>—Johann Wolfgang von Goethe</indent>
info.fruit-other.icon	<sprite name="res fruit">
info.fruit-other.name	Fruit
info.fruit-other.desc	As long as it contains a lot of sugar, it should ferment.\n\nFruit of various types is available by the bushel from markets, wholesalers and other vendors all over the city. With the right expertise, these humble berries and drupes can be distilled into a variety of alcoholic beverages or used to make a wide variety of fruity infusions.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $4 per bushel</b></indent>\n\n<i><indent=30><i>Give me juicy autumnal fruit, ripe and red from the orchard.</i></indent>\n<indent=40>—Walt Whitman</indent>
info.wheat.icon	<sprite name="res wheat">
info.wheat.name	Wheat
info.wheat.desc	Triticum aestivum\n\nThose of limited imagination only see future baked goods, pasta or fine flour in the humble wheat berry. But those with knowhow realize that this cereal that has accompanied humanity for millennia has the potential to be turned into <sprite name="res whiskey-barrel"> <link="whiskey-barrel">whiskey</link> and other luscious liquors.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $4 per sack</b></indent>\n\n<i><indent=30><i>IF you could understand a single grain of wheat you would die of wonder.</i></indent>\n<indent=40>—Martin Luther</indent>
info.rye.icon	<sprite name="res rye">
info.rye.name	Rye
info.rye.desc	Secale cereale\n\nSince Neolithic times, humans have cultivated rye. This hardy cereal features heavily in the cuisines of rye belt countries of Europe that stretch from Germany into northern Russia. It also is easily malted and then turned into things like rye beer or <sprite name="res whiskey-barrel"> <link="whiskey-barrel">whiskey</link>.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $3 per sack</b></indent>\n\n<i><indent=30><i>The farmer has to be an optimist or he wouldn’t still be a farmer.</i></indent>\n<indent=40>—Will Rogers</indent>
info.steel-barrels.icon	<sprite name="res steel-barrels">
info.steel-barrels.name	Steel Barrels
info.steel-barrels.desc	For applications that require heat, pressure or both.\n\nBarrels made from wood have a wide variety of uses, but they react poorly to the application of heat and can't contain pressurized liquids. Steel barrels, by contrast, excel in those areas.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $5 per barrel</b></indent>\n\n<i><indent=30><i>Lay me on an anvil, O God. Beat me and hammer me into a crowbar. Let me pry loose old walls. Let me lift and loosen old foundations.</i></indent>\n<indent=40>—Carl Sandburg</indent>
info.beer-keg.icon	<sprite name="res beer-keg">
info.beer-keg.name	Beer Kegs
info.beer-keg.desc	Beer placed in steel barrels for more economical use of storage and transport space.\n\nBottled beer, while profitable, requires a large space to store and a lot of space in your store rooms. Then it's fairly cumbersome to transport and attracts a lot of attention. Kegs, however, solve many of those problems and eliminate the need for rather immense quantities of bottles. All in all, a better solution for brewing.\n\n<indent=15><b>Base price\n<sprite name="ui sell"> $120 per barrel</b></indent>\n\n<i><indent=30><i>I am a firm believer in the people. If given the truth, they can be depended upon to meet any national crisis. The great point is to bring them the real facts, and beer.</i></indent>\n<indent=40>—Abraham Lincoln</indent>
info.whiskey-bottled.icon	<sprite name="res whisky">
info.whiskey-bottled.name	Bottled Whiskey
info.whiskey-bottled.desc	Dark liquor made from barley or rye or whatever you have on hand to make it look and tast right.\n\nWhiskey making and drinking has a long history on both sides of the Atlantic. It's rightly very popular. Or was before Prohibition. You can get small production going in bottles at a makeshift whiskey still. If you get your hands on some <sprite name="res whiskey-barrel"> <link="whiskey-barrel">whiskey barrels</link>, you can create bottled whiskey at a bottling operation.\n\n<indent=15><b>Base price\n<sprite name="ui sell"> $45 per case</b></indent>\n\n<i><indent=30><i>Seo sláinte an tséitéara, an ghadaí, an trodaí, agus an óltóra! Má dhéanann tu séitéireacht, go ndéana tú séitéireacht ar an mbás. Má ghoideann tú, go ngoide tú croí mná; Má throideann tú, go dtroide tú i leith do bhráthar. Agus má ólann tú, go n-óla tú liom féin.</i></indent>\n<indent=40>—Irish toast</indent>
info.brandy-bottled.icon	<sprite name="res brandy">
info.brandy-bottled.name	Bottled Brandy
info.brandy-bottled.desc	Fruits that are distilled into a potent firewater.\n\nBrandy can be and pretty much is made from any fruit with a high sugar content. You can get small production going in bottles in a makeshift brandy still. Or if you get your hands on some <sprite name="res brandy-barrel"> <link="brandy-barrel">brandy barrels</link>, you can create bottled brandy at a bottling operation.\n\n<indent=15><b>Base price\n<sprite name="ui sell"> $30 per case</b></indent>\n\n<i><indent=30><i>BRANDY, n. A cordial composed of one part thunder-and-lightning, one part remorse, two parts bloody murder, one part death-hell-and-the-grave and four parts clarified Satan.</i></indent>\n<indent=40>—Ambrose Bierce</indent>
info.vodka-bottled.icon	<sprite name="res vodka">
info.vodka-bottled.name	Bottled Vodka
info.vodka-bottled.desc	Like brandy, made from pretty much anything that will ferment and can be distilled into clear firewater.\n\nWith immigrants from central and eastern Europe came vodka. At its best, when filtered and distilled repeatedly, it brings a pleasant burn and can form the basis for many fine cocktails. At it worst, well, you'll find out in the morning. You can get small production going in bottles in a makeshift vodka still. Or if your hands on some <sprite name="res vodka-barrel"> <link="vodka-barrel">vodka barrels</link>, you can create bottled vodka at a bottling operation.\n\n<indent=15><b>Base price\n<sprite name="ui sell"> $35 per case</b></indent>\n\n<i><indent=30><i>Есть люди, умеющие пить водку, и есть люди, не умеющие пить водку, но все же пьющие ее. И вот первые получают удовольствие от горя и от радости, а вторые страдают за всех тех, кто пьет водку, не умея пить ее.</i></indent>\n<indent=40>—Isaac Babel</indent>
info.rum-bottled.icon	<sprite name="res rum">
info.rum-bottled.name	Bottled Rum
info.rum-bottled.desc	Made from molasses and other sugar byproducts, rum is quite popular.\n\nSugar production in the New World was originally for a single purpose - rum. The spicy beverage now forms the backbone of many hip cocktails and drinks. You can get small production going in bottles at a makeshift rum still. Or if you get your hands on <sprite name="res barrel-rum"> <link="rum-barrel">rum barrels</link>, you can create bottled rum at a bottling operation.\n\n<indent=15><b>Base price\n<sprite name="ui sell"> $28 per case</b></indent>\n\n<i><indent=30><i>There’s naught, no doubt, so much the spirit calms as rum and true religion.</i></indent>\n<indent=40>—Lord Byron</indent>
info.whiskey-barrel.icon	<sprite name="res whiskey-barrel">
info.whiskey-barrel.name	Whiskey Barrels
info.whiskey-barrel.desc	Made in whiskey stills from grain.\n\nOnce your operation has attained sufficient size and technical ability, you'll be able to construct large whiskey stills that can convert <sprite name="res wheat"> <link="wheat">wheat</link> or <sprite name="res rye"> <link="rye">rye</link> into massive barrels of whiskey. These can be sold directly to other enterprising bootleggers or transported to a bottling operation where you can put it in <sprite name="res bottles"> <link="bottles">bottles</link>, slap a <sprite name="res labels"> <link="labels">label</link> on it and then sell the <sprite name="res whisky"> <link="whiskey-bottled">bottled whiskey</link> to thirsty customers.\n\n<indent=15><b>Base price\n<sprite name="ui sell"> $2,000 per barrel</b></indent>\n\n<i><indent=30>Always carry a flagon of whiskey in case of snakebite and furthermore always carry a small snake.</i></indent>\n<indent=40>—W.C. Fields</indent>
info.brandy-barrel.icon	<sprite name="res brandy-barrel">
info.brandy-barrel.name	Brandy Barrels
info.brandy-barrel.desc	Made in brandy stills from fruits.\n\nOnce your operation has attained sufficient size and technical ability, you'll be able to construct large brandy stills that can convert <sprite name="res fruit"> <link="fruit-other">fruit</link> into massive barrels of brandy. These can be sold directly to other enterprising bootleggers or transported to a bottling operation where you can put it in <sprite name="res bottles"><link="bottles">bottles</link>, slap a <sprite name="res labels"> <link="labels">label</link> on it and then sell the <sprite name="res brandy"> <link="brandy-bottled">bottled brandy</link> to thirsty customers.\n\n<indent=15><b>Base price\n<sprite name="ui sell"> $1,200 per barrel</b></indent>\n\n<i><indent=30>Claret is the liquor for boys; port for men; but he who aspires to be a hero must drink brandy.</i></indent>\n<indent=40>—Samuel Johnson</indent>
info.vodka-barrel.icon	<sprite name="res vodka-barrel">
info.vodka-barrel.name	Vodka Barrels
info.vodka-barrel.desc	Made in vodka stills from barley.\n\nOnce your operation has attained sufficient size and technical ability, you'll be able to construct large vodka stills that can convert <sprite name="res barley"><link="barley">barley</link> into massive barrels of vodka. These can be sold directly to other enterprising bootleggers or transported to a bottling operation where you can put it in <sprite name="res bottles"><link="bottles">bottles</link>, slap a <sprite name="res labels"><link="labels">label</link> on it and then sell the <sprite name="res vodka"> <link="vodka-bottled">bottled vodka</link> to thirsty customers.\n\n<indent=15><b>Base price\n<sprite name="ui sell"> $1,000 per barrel</b></indent>\n\n<i><indent=30>I no longer know if I wish to drown myself in love. vodka or the sea.</i></indent>\n<indent=40>—Franz Kafka</indent>
info.rum-barrel.icon	<sprite name="res barrel-rum">
info.rum-barrel.name	Rum Barrels
